platform,score,link,userScore,releaseDate,Title,
ds,66,https://www.metacritic.com/game/ds/madden-nfl-06,6.3,2005-08-08,Madden NFL 06,
ds,66,https://www.metacritic.com/game/ds/rubiks-world,,2008-10-28,Rubik's World,
ds,76,https://www.metacritic.com/game/ds/solatorobo-red-the-hunter,8.3,2011-09-27,Solatorobo: Red the Hunter,
gba,95,https://www.metacritic.com/game/game-boy-advance/the-legend-of-zelda-a-link-to-the-past,8.9,2002-12-03,The Legend of Zelda: A Link to the Past,
gba,95,https://www.metacritic.com/game/game-boy-advance/tony-hawks-pro-skater-2,6.9,2001-05-30,Tony Hawk's Pro Skater 2,
gba,94,https://www.metacritic.com/game/game-boy-advance/super-mario-advance-4-super-mario-bros-3,8.9,2003-10-21,Super Mario Advance 4: Super Mario Bros. 3,
gba,93,https://www.metacritic.com/game/game-boy-advance/mario-kart-super-circuit,8,2001-08-26,Mario Kart Super Circuit,
gba,92,https://www.metacritic.com/game/game-boy-advance/advance-wars,8.9,2001-09-09,Advance Wars,
gba,92,https://www.metacritic.com/game/game-boy-advance/super-mario-world-super-mario-advance-2,8.9,2002-02-09,Super Mario World: Super Mario Advance 2,
gba,92,https://www.metacritic.com/game/game-boy-advance/metroid-fusion,9,2002-11-17,Metroid Fusion,
gba,92,https://www.metacritic.com/game/game-boy-advance/final-fantasy-vi-advance,8.7,2007-02-05,Final Fantasy VI Advance,
gba,91,https://www.metacritic.com/game/game-boy-advance/yoshis-island-super-mario-advance-3,8.9,2002-09-24,Yoshi's Island: Super Mario Advance 3,
gba,91,https://www.metacritic.com/game/game-boy-advance/castlevania-aria-of-sorrow,8.9,2003-05-06,Castlevania: Aria of Sorrow,
gba,91,https://www.metacritic.com/game/game-boy-advance/golden-sun,9,2001-11-11,Golden Sun,
gba,91,https://www.metacritic.com/game/game-boy-advance/castlevania-circle-of-the-moon,8.5,2001-06-10,Castlevania: Circle of the Moon,
gba,90,https://www.metacritic.com/game/game-boy-advance/mario-luigi-superstar-saga,8.9,2003-11-17,Mario & Luigi: Superstar Saga,
gba,90,https://www.metacritic.com/game/game-boy-advance/tony-hawks-pro-skater-3,6.9,2002-03-04,Tony Hawk's Pro Skater 3,
gba,89,https://www.metacritic.com/game/game-boy-advance/metroid-zero-mission,8.9,2004-02-09,Metroid: Zero Mission,
gba,89,https://www.metacritic.com/game/game-boy-advance/the-legend-of-zelda-the-minish-cap,8.9,2005-01-10,The Legend of Zelda: The Minish Cap,
gba,89,https://www.metacritic.com/game/game-boy-advance/advance-wars-2-black-hole-rising,8.9,2003-06-24,Advance Wars 2: Black Hole Rising,
gba,89,https://www.metacritic.com/game/game-boy-advance/warioware-inc-mega-microgame!,8.7,2003-05-21,"WarioWare, Inc.: Mega Microgame$!",
gba,88,https://www.metacritic.com/game/game-boy-advance/tactics-ogre-the-knight-of-lodis,8.7,2002-05-11,Tactics Ogre: The Knight of Lodis,
gba,88,https://www.metacritic.com/game/game-boy-advance/wario-land-4,8.6,2001-11-18,Wario Land 4,
gba,88,https://www.metacritic.com/game/game-boy-advance/warioware-twisted!,8.8,2005-05-23,WarioWare: Twisted!,
gba,88,https://www.metacritic.com/game/game-boy-advance/fire-emblem,9,2003-11-03,Fire Emblem,
gba,87,https://www.metacritic.com/game/game-boy-advance/castlevania-harmony-of-dissonance,7.9,2002-09-16,Castlevania: Harmony of Dissonance,
gba,87,https://www.metacritic.com/game/game-boy-advance/final-fantasy-tactics-advance,9.1,2003-09-08,Final Fantasy Tactics Advance,
gba,87,https://www.metacritic.com/game/game-boy-advance/sonic-advance,7.9,2002-02-03,Sonic Advance,
gba,86,https://www.metacritic.com/game/game-boy-advance/golden-sun-the-lost-age,9,2003-04-14,Golden Sun: The Lost Age,
gba,86,https://www.metacritic.com/game/game-boy-advance/tony-hawks-underground,7.7,2003-10-27,Tony Hawk's Underground,
gba,86,https://www.metacritic.com/game/game-boy-advance/moto-racer-advance,,2002-12-05,Moto Racer Advance,
gba,86,https://www.metacritic.com/game/game-boy-advance/f-zero-maximum-velocity,7.9,2001-06-12,F-Zero: Maximum Velocity,
gba,85,https://www.metacritic.com/game/game-boy-advance/astro-boy-omega-factor,8.7,2004-08-18,Astro Boy: Omega Factor,
gba,85,https://www.metacritic.com/game/game-boy-advance/fire-emblem-the-sacred-stones,9,2005-05-23,Fire Emblem: The Sacred Stones,
gba,85,https://www.metacritic.com/game/game-boy-advance/tony-hawks-pro-skater-4,7,2002-10-28,Tony Hawk's Pro Skater 4,
gba,85,https://www.metacritic.com/game/game-boy-advance/final-fantasy-iv-advance,8.5,2005-12-12,Final Fantasy IV Advance,
gba,85,https://www.metacritic.com/game/game-boy-advance/dave-mirra-freestyle-bmx-2,8,2001-11-25,Dave Mirra Freestyle BMX 2,
gba,84,https://www.metacritic.com/game/game-boy-advance/mario-golf-advance-tour,8.8,2004-06-22,Mario Golf: Advance Tour,
gba,84,https://www.metacritic.com/game/game-boy-advance/super-street-fighter-ii-turbo-revival,8,2001-10-30,Super Street Fighter II: Turbo Revival,
gba,84,https://www.metacritic.com/game/game-boy-advance/classic-nes-series-super-mario-bros,8.6,2004-06-02,Classic NES Series: Super Mario Bros.,
gba,84,https://www.metacritic.com/game/game-boy-advance/spider-man-mysterios-menace,8.1,2001-09-19,Spider-Man: Mysterio's Menace,
gba,84,https://www.metacritic.com/game/game-boy-advance/super-mario-advance,7.2,2001-06-10,Super Mario Advance,
gba,84,https://www.metacritic.com/game/game-boy-advance/puyo-pop,7.2,2002-02-11,Puyo Pop,
gba,84,https://www.metacritic.com/game/game-boy-advance/rayman-advance,7.8,2001-06-10,Rayman Advance,
gba,84,https://www.metacritic.com/game/game-boy-advance/classic-nes-series-the-legend-of-zelda,8.6,2004-06-02,Classic NES Series: The Legend of Zelda,
gba,84,https://www.metacritic.com/game/game-boy-advance/chuchu-rocket!,7,2001-06-10,ChuChu Rocket!,
gba,83,https://www.metacritic.com/game/game-boy-advance/virtua-tennis,,2002-10-08,Virtua Tennis,
gba,83,https://www.metacritic.com/game/game-boy-advance/racing-gears-advance,8,2005-02-08,Racing Gears Advance,
gba,83,https://www.metacritic.com/game/game-boy-advance/super-puzzle-fighter-ii,,2003-03-31,Super Puzzle Fighter II,
gba,83,https://www.metacritic.com/game/game-boy-advance/street-fighter-alpha-3,8.2,2002-12-01,Street Fighter Alpha 3,
gba,83,https://www.metacritic.com/game/game-boy-advance/gunstar-super-heroes,7.8,2005-10-25,Gunstar Super Heroes,
gba,83,https://www.metacritic.com/game/game-boy-advance/sonic-advance-2,8.1,2003-03-09,Sonic Advance 2,
gba,83,https://www.metacritic.com/game/game-boy-advance/rayman-3,7.4,2003-03-02,Rayman 3,
gba,83,https://www.metacritic.com/game/game-boy-advance/final-fantasy-v-advance,8.2,2006-11-06,Final Fantasy V Advance,
gba,83,https://www.metacritic.com/game/game-boy-advance/boktai-the-sun-is-in-your-hand,8.1,2003-09-16,Boktai: The Sun Is in Your Hand,
gba,82,https://www.metacritic.com/game/game-boy-advance/super-robot-taisen-original-generation-2,8.1,2006-11-14,Super Robot Taisen: Original Generation 2,
gba,82,https://www.metacritic.com/game/game-boy-advance/gt-advance-championship-racing,8.2,2001-06-08,GT Advance Championship Racing,
gba,82,https://www.metacritic.com/game/game-boy-advance/pokemon-ruby-version,8.6,2003-03-18,Pokemon Ruby Version,
gba,82,https://www.metacritic.com/game/game-boy-advance/super-monkey-ball-jr,7.6,2002-11-19,Super Monkey Ball Jr.,
gba,82,https://www.metacritic.com/game/game-boy-advance/mega-man-zero,8.9,2002-09-09,Mega Man Zero,
gba,82,https://www.metacritic.com/game/game-boy-advance/tekken-advance,7.6,2002-01-28,Tekken Advance,
gba,82,https://www.metacritic.com/game/game-boy-advance/v-rally-3,7.7,2002-09-30,V-Rally 3,
gba,82,https://www.metacritic.com/game/game-boy-advance/harvest-moon-more-friends-of-mineral-town,8.5,2005-07-26,Harvest Moon: More Friends of Mineral Town,
gba,82,https://www.metacritic.com/game/game-boy-advance/final-fight-one,8,2001-09-26,Final Fight One,
gba,81,https://www.metacritic.com/game/game-boy-advance/doom,9.1,2001-10-28,Doom,
gba,81,https://www.metacritic.com/game/game-boy-advance/drill-dozer,8.8,2006-02-06,Drill Dozer,
gba,81,https://www.metacritic.com/game/game-boy-advance/duke-nukem-advance,8.3,2002-08-12,Duke Nukem Advance,
gba,81,https://www.metacritic.com/game/game-boy-advance/mega-man-zero-2,8.9,2003-10-14,Mega Man Zero 2,
gba,81,https://www.metacritic.com/game/game-boy-advance/mario-tennis-power-tour,8.4,2005-12-05,Mario Tennis: Power Tour,
gba,81,https://www.metacritic.com/game/game-boy-advance/karnaaj-rally,7,2003-01-02,Karnaaj Rally,
gba,81,https://www.metacritic.com/game/game-boy-advance/kirby-nightmare-in-dream-land,8.6,2002-12-02,Kirby: Nightmare in Dream Land,
gba,81,https://www.metacritic.com/game/game-boy-advance/mario-vs-donkey-kong,8.1,2004-05-24,Mario vs. Donkey Kong,
gba,81,https://www.metacritic.com/game/game-boy-advance/mortal-kombat-deadly-alliance,7.5,2002-11-20,Mortal Kombat: Deadly Alliance,
gba,81,https://www.metacritic.com/game/game-boy-advance/pokemon-pinball-ruby-sapphire,7.7,2003-08-26,Pokemon Pinball: Ruby & Sapphire,
gba,81,https://www.metacritic.com/game/game-boy-advance/pokemon-firered-version,8.6,2004-09-07,Pokemon FireRed Version,
gba,81,https://www.metacritic.com/game/game-boy-advance/pokemon-leafgreen-version,8.5,2004-09-07,Pokemon LeafGreen Version,
gba,81,https://www.metacritic.com/game/game-boy-advance/harvest-moon-friends-of-mineral-town,8.7,2003-11-17,Harvest Moon: Friends of Mineral Town,
gba,81,https://www.metacritic.com/game/game-boy-advance/mega-man-battle-network-2,9,2002-06-17,Mega Man Battle Network 2,
gba,81,https://www.metacritic.com/game/game-boy-advance/breath-of-fire-ii,8.2,2002-04-16,Breath of Fire II,
gba,80,https://www.metacritic.com/game/game-boy-advance/ecks-vs-sever,8,2001-11-27,Ecks vs. Sever,
gba,80,https://www.metacritic.com/game/game-boy-advance/broken-sword-the-shadow-of-the-templars,8.4,2002-03-17,Broken Sword: The Shadow of the Templars,
gba,80,https://www.metacritic.com/game/game-boy-advance/tmnt,7.1,2007-03-20,TMNT,
gba,80,https://www.metacritic.com/game/game-boy-advance/the-king-of-fighters-ex2-howling-blood,8.1,2003-12-11,The King of Fighters EX2: Howling Blood,
gba,80,https://www.metacritic.com/game/game-boy-advance/colin-mcrae-rally-20,,2002-09-16,Colin McRae Rally 2.0,
gba,80,https://www.metacritic.com/game/game-boy-advance/ultimate-brain-games,8.5,2003-03-18,Ultimate Brain Games,
gba,80,https://www.metacritic.com/game/game-boy-advance/disneys-lilo-stitch,7.8,2002-06-07,Disney's Lilo & Stitch,
gba,80,https://www.metacritic.com/game/game-boy-advance/fire-pro-wrestling,8,2001-06-10,Fire Pro Wrestling,
gba,80,https://www.metacritic.com/game/game-boy-advance/donkey-kong-country-2,8.6,2004-11-15,Donkey Kong Country 2,
gba,80,https://www.metacritic.com/game/game-boy-advance/medal-of-honor-infiltrator,7.2,2003-11-17,Medal of Honor Infiltrator,
gba,80,https://www.metacritic.com/game/game-boy-advance/rock-n-roll-racing,8.7,2003-06-23,Rock 'N Roll Racing,
gba,80,https://www.metacritic.com/game/game-boy-advance/baseball-advance,7.8,2002-03-20,Baseball Advance,
gba,80,https://www.metacritic.com/game/game-boy-advance/kirby-the-amazing-mirror,8.8,2004-10-18,Kirby & the Amazing Mirror,
gba,79,https://www.metacritic.com/game/game-boy-advance/the-pinball-of-the-dead,7.2,2002-06-16,The Pinball of the Dead,
gba,79,https://www.metacritic.com/game/game-boy-advance/pac-man-collection,7.4,2001-07-12,Pac-Man Collection,
gba,79,https://www.metacritic.com/game/game-boy-advance/final-fantasy-i-ii-dawn-of-souls,8.1,2004-11-29,Final Fantasy I & II: Dawn of Souls,
gba,79,https://www.metacritic.com/game/game-boy-advance/tak-and-the-power-of-juju,8.2,2003-10-15,Tak and the Power of Juju,
gba,79,https://www.metacritic.com/game/game-boy-advance/activision-anthology,6,2003-12-09,Activision Anthology,
gba,79,https://www.metacritic.com/game/game-boy-advance/mega-man-bass,8.8,2003-03-10,Mega Man & Bass,
gba,79,https://www.metacritic.com/game/game-boy-advance/namco-museum,7.6,2001-06-10,Namco Museum,
gba,79,https://www.metacritic.com/game/game-boy-advance/metal-slug-advance,8.6,2004-12-02,Metal Slug Advance,
gba,79,https://www.metacritic.com/game/game-boy-advance/summon-night-swordcraft-story-2,8.8,2006-10-17,Summon Night: Swordcraft Story 2,
gba,79,https://www.metacritic.com/game/game-boy-advance/super-dodge-ball-advance,7.8,2001-06-10,Super Dodge Ball Advance,
gba,79,https://www.metacritic.com/game/game-boy-advance/sonic-advance-3,8.4,2004-06-07,Sonic Advance 3,
gba,79,https://www.metacritic.com/game/game-boy-advance/lunar-legend,7.8,2002-12-08,Lunar Legend,
gba,79,https://www.metacritic.com/game/game-boy-advance/breath-of-fire,7.6,2001-12-13,Breath of Fire,
gba,79,https://www.metacritic.com/game/game-boy-advance/madden-nfl-2005,7.6,2004-08-09,Madden NFL 2005,
gba,79,https://www.metacritic.com/game/game-boy-advance/mega-man-battle-network,8.8,2001-10-30,Mega Man Battle Network,
gba,78,https://www.metacritic.com/game/game-boy-advance/wade-hixtons-counter-punch,8.2,2004-03-15,Wade Hixton's Counter Punch,
gba,78,https://www.metacritic.com/game/game-boy-advance/dave-mirra-freestyle-bmx-3,,2002-11-26,Dave Mirra Freestyle BMX 3,
gba,78,https://www.metacritic.com/game/game-boy-advance/klonoa-2-dream-champ-tournament,8.5,2005-02-23,Klonoa 2: Dream Champ Tournament,
gba,78,https://www.metacritic.com/game/game-boy-advance/konami-collectors-series-arcade-advanced,8.8,2002-03-21,Konami Collector's Series: Arcade Advanced,
gba,78,https://www.metacritic.com/game/game-boy-advance/gradius-galaxies,8,2001-11-12,Gradius Galaxies,
gba,78,https://www.metacritic.com/game/game-boy-advance/donkey-kong-country,8.8,2003-06-09,Donkey Kong Country,
gba,78,https://www.metacritic.com/game/game-boy-advance/super-ghouls-n-ghosts,7.3,2002-09-23,Super Ghouls 'n Ghosts,
gba,78,https://www.metacritic.com/game/game-boy-advance/max-payne,8.5,2003-12-18,Max Payne,
gba,78,https://www.metacritic.com/game/game-boy-advance/rebelstar-tactical-command,8.5,2005-09-06,Rebelstar: Tactical Command,
gba,78,https://www.metacritic.com/game/game-boy-advance/konami-krazy-racers,8,2001-06-10,Konami Krazy Racers,
gba,78,https://www.metacritic.com/game/game-boy-advance/top-gear-rally,7.6,2003-10-28,Top Gear Rally,
gba,78,https://www.metacritic.com/game/game-boy-advance/boktai-2-solar-boy-django,8.1,2004-10-19,Boktai 2: Solar Boy Django,
gba,78,https://www.metacritic.com/game/game-boy-advance/road-rash-jailbreak,8.5,2003-09-17,Road Rash: Jailbreak,
gba,78,https://www.metacritic.com/game/game-boy-advance/iridion-ii,8.3,2003-05-29,Iridion II,
gba,78,https://www.metacritic.com/game/game-boy-advance/crash-bandicoot-the-huge-adventure,7.9,2002-02-25,Crash Bandicoot: The Huge Adventure,
gba,77,https://www.metacritic.com/game/game-boy-advance/hamtaro-ham-ham-games,8.3,2004-07-27,Hamtaro: Ham-Ham Games,
gba,77,https://www.metacritic.com/game/game-boy-advance/mega-man-zero-3,9.2,2004-10-05,Mega Man Zero 3,
gba,77,https://www.metacritic.com/game/game-boy-advance/car-battler-joe,,2002-10-21,Car Battler Joe,
gba,77,https://www.metacritic.com/game/game-boy-advance/stuntman,7,2003-06-24,Stuntman,
gba,77,https://www.metacritic.com/game/game-boy-advance/yggdra-union,7.4,2006-11-21,Yggdra Union,
gba,77,https://www.metacritic.com/game/game-boy-advance/gt-advance-2-rally-racing,6.2,2002-06-30,GT Advance 2: Rally Racing,
gba,77,https://www.metacritic.com/game/game-boy-advance/mega-man-zero-4,8.9,2005-10-04,Mega Man Zero 4,
gba,77,https://www.metacritic.com/game/game-boy-advance/f-zero-gp-legend,8.2,2004-09-20,F-Zero GP Legend,
gba,77,https://www.metacritic.com/game/game-boy-advance/donkey-kong-country-3,8.3,2005-11-07,Donkey Kong Country 3,
gba,77,https://www.metacritic.com/game/game-boy-advance/summon-night-swordcraft-story,8.2,2006-07-26,Summon Night: Swordcraft Story,
gba,77,https://www.metacritic.com/game/game-boy-advance/mega-man-battle-network-3-white,8.9,2003-06-24,Mega Man Battle Network 3 White,
gba,77,https://www.metacritic.com/game/game-boy-advance/mech-platoon,7.6,2002-01-03,Mech Platoon,
gba,77,https://www.metacritic.com/game/game-boy-advance/shining-force-resurrection-of-the-dark-dragon,8.5,2004-06-08,Shining Force: Resurrection of the Dark Dragon,
gba,77,https://www.metacritic.com/game/game-boy-advance/disneys-kim-possible-2-drakkens-demise,7.8,2004-09-15,Disney's Kim Possible 2: Drakken's Demise,
gba,77,https://www.metacritic.com/game/game-boy-advance/tom-clancys-splinter-cell,8.6,2003-04-27,Tom Clancy's Splinter Cell,
gba,77,https://www.metacritic.com/game/game-boy-advance/doom-ii,9.1,2002-10-28,Doom II,
gba,77,https://www.metacritic.com/game/game-boy-advance/need-for-speed-underground,8,2003-12-18,Need for Speed Underground,
gba,77,https://www.metacritic.com/game/game-boy-advance/the-lord-of-the-rings-the-return-of-the-king,8.2,2003-11-05,The Lord of the Rings: The Return of the King,
gba,77,https://www.metacritic.com/game/game-boy-advance/sonic-pinball-party,7.5,2003-06-01,Sonic Pinball Party,
gba,77,https://www.metacritic.com/game/game-boy-advance/super-bust-a-move,7,2001-11-27,Super Bust-A-Move,
gba,76,https://www.metacritic.com/game/game-boy-advance/tom-clancys-rainbow-six-rogue-spear,7.2,2002-03-18,Tom Clancy's Rainbow Six: Rogue Spear,
gba,76,https://www.metacritic.com/game/game-boy-advance/ct-special-forces-2-back-in-the-trenches,8.5,2004-06-29,CT Special Forces 2: Back in the Trenches,
gba,76,https://www.metacritic.com/game/game-boy-advance/tales-of-phantasia,8.2,2006-03-06,Tales of Phantasia,
gba,76,https://www.metacritic.com/game/game-boy-advance/monster-rancher-advance,7.8,2001-11-28,Monster Rancher Advance,
gba,76,https://www.metacritic.com/game/game-boy-advance/riviera-the-promised-land,8.6,2005-06-28,Riviera: The Promised Land,
gba,76,https://www.metacritic.com/game/game-boy-advance/spyro-2-season-of-flame,7,2002-09-25,Spyro 2: Season of Flame,
gba,76,https://www.metacritic.com/game/game-boy-advance/boxing-fever,,2001-10-11,Boxing Fever,
gba,76,https://www.metacritic.com/game/game-boy-advance/phantasy-star-collection,8.2,2002-11-24,Phantasy Star Collection,
gba,76,https://www.metacritic.com/game/game-boy-advance/kingdom-hearts-chain-of-memories,8.7,2004-12-07,Kingdom Hearts: Chain of Memories,
gba,76,https://www.metacritic.com/game/game-boy-advance/baldurs-gate-dark-alliance,7.3,2004-02-10,Baldur's Gate: Dark Alliance,
gba,76,https://www.metacritic.com/game/game-boy-advance/harry-potter-and-the-chamber-of-secrets,8.2,2002-11-14,Harry Potter and the Chamber of Secrets,
gba,76,https://www.metacritic.com/game/game-boy-advance/pokemon-emerald-version,8.9,2005-04-30,Pokemon Emerald Version,
gba,76,https://www.metacritic.com/game/game-boy-advance/lufia-the-ruins-of-lore,8,2003-05-06,Lufia: The Ruins of Lore,
gba,75,https://www.metacritic.com/game/game-boy-advance/atari-anniversary-advance,,2002-03-25,Atari Anniversary Advance,
gba,75,https://www.metacritic.com/game/game-boy-advance/sabre-wulf,8.3,2004-06-09,Sabre Wulf,
gba,75,https://www.metacritic.com/game/game-boy-advance/dragon-ball-z-the-legacy-of-goku-ii,8.5,2003-06-17,Dragon Ball Z: The Legacy of Goku II,
gba,75,https://www.metacritic.com/game/game-boy-advance/lego-star-wars,8.3,2005-03-29,Lego Star Wars,
gba,75,https://www.metacritic.com/game/game-boy-advance/jackie-chan-adventures,8,2001-11-06,Jackie Chan Adventures,
gba,75,https://www.metacritic.com/game/game-boy-advance/bomberman-max-2-red-advance,,2002-05-30,Bomberman Max 2: Red Advance,
gba,75,https://www.metacritic.com/game/game-boy-advance/river-city-ransom-ex,8.3,2004-05-25,River City Ransom EX,
gba,75,https://www.metacritic.com/game/game-boy-advance/monster-truck-madness,,2003-08-11,Monster Truck Madness,
gba,75,https://www.metacritic.com/game/game-boy-advance/the-lost-vikings,8.6,2003-03-30,The Lost Vikings,
gba,75,https://www.metacritic.com/game/game-boy-advance/aggressive-inline,,2002-08-27,Aggressive Inline,
