title,platform,score,releaseDate,link
"X-Men Legends II: Rise of Apocalypse","ps2",82,"2005-09-20","https://www.metacritic.com/game/playstation-2/x-men-legends-ii-rise-of-apocalypse"
"X-Men: Mutant Academy","ps1",75,"2000-07-11","https://www.metacritic.com/game/playstation/x-men-mutant-academy"
"X-Men: Mutant Academy 2","ps1",72,"2001-09-17","https://www.metacritic.com/game/playstation/x-men-mutant-academy-2"
"X-Men: Next Dimension","gcn",63,"2002-10-15","https://www.metacritic.com/game/gamecube/x-men-next-dimension"
"X-Men: Reign of Apocalypse","gba",61,"2001-09-25","https://www.metacritic.com/game/game-boy-advance/x-men-reign-of-apocalypse"
"X-Men: The Official Game","gba",55,"2006-05-16","https://www.metacritic.com/game/game-boy-advance/x-men-the-official-game"
"X2: Wolverine's Revenge","gba",72,"2003-04-15","https://www.metacritic.com/game/game-boy-advance/x2-wolverines-revenge"
"X2: Wolverine's Revenge","gcn",62,"2003-04-14","https://www.metacritic.com/game/gamecube/x2-wolverines-revenge"
"Xenogears","ps1",84,"1998-10-20","https://www.metacritic.com/game/playstation/xenogears"
"Xenosaga Episode I: Der Wille zur Macht","ps2",83,"2003-02-26","https://www.metacritic.com/game/playstation-2/xenosaga-episode-i-der-wille-zur-macht"
"Xenosaga Episode III: Also sprach Zarathustra","ps2",81,"2006-08-29","https://www.metacritic.com/game/playstation-2/xenosaga-episode-iii-also-sprach-zarathustra"
"XG Blast!","ds",68,"2010-06-14","https://www.metacritic.com/game/ds/xg-blast!"
"XGIII: Extreme G Racing","gcn",83,"2001-11-27","https://www.metacritic.com/game/gamecube/xgiii-extreme-g-racing"
"XGIII: Extreme G Racing","ps2",81,"2001-08-21","https://www.metacritic.com/game/playstation-2/xgiii-extreme-g-racing"
"XGRA: Extreme-G Racing Association","gcn",69,"2003-11-24","https://www.metacritic.com/game/gamecube/xgra-extreme-g-racing-association"
"XIII","gcn",73,"2003-11-24","https://www.metacritic.com/game/gamecube/xiii"
"Yggdra Union","gba",77,"2006-11-21","https://www.metacritic.com/game/game-boy-advance/yggdra-union"
"Yo-kai Watch 2: Fleshy Souls","3ds",70,"2016-09-30","https://www.metacritic.com/game/3ds/yo-kai-watch-2-fleshy-souls"
"Yo-kai Watch Blasters: Red Cat Corps","3ds",67,"2018-09-07","https://www.metacritic.com/game/3ds/yo-kai-watch-blasters-red-cat-corps"
"Yo-kai Watch Blasters: White Dog Squad","3ds",67,"2018-09-07","https://www.metacritic.com/game/3ds/yo-kai-watch-blasters-white-dog-squad"
"Yoshi Topsy-Turvy","gba",60,"2005-06-13","https://www.metacritic.com/game/game-boy-advance/yoshi-topsy-turvy"
"Yoshi Touch & Go","ds",73,"2005-03-14","https://www.metacritic.com/game/ds/yoshi-touch-go"
"Yoshi's Island DS","ds",81,"2006-11-13","https://www.metacritic.com/game/ds/yoshis-island-ds"
"Yoshi's Island: Super Mario Advance 3","gba",91,"2002-09-24","https://www.metacritic.com/game/game-boy-advance/yoshis-island-super-mario-advance-3"
"Yoshi's New Island","3ds",64,"2014-03-14","https://www.metacritic.com/game/3ds/yoshis-new-island"
"Yoshi's Story","n64",65,"1998-03-01","https://www.metacritic.com/game/nintendo-64/yoshis-story"
"You Don't Know Jack: Mock 2","ps1",82,"2000-11-06","https://www.metacritic.com/game/playstation/you-dont-know-jack-mock-2"
"Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009","ds",73,"2009-05-19","https://www.metacritic.com/game/ds/yu-gi-oh!-5ds-stardust-accelerator-world-championship-2009"
"Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005","gba",66,"2005-02-15","https://www.metacritic.com/game/game-boy-advance/yu-gi-oh!-7-trials-to-glory-world-championship-tournament-2005"
"Yu-Gi-Oh! Dungeon Dice Monsters","gba",67,"2003-02-12","https://www.metacritic.com/game/game-boy-advance/yu-gi-oh!-dungeon-dice-monsters"
"Yu-Gi-Oh! Forbidden Memories","ps1",57,"2002-03-20","https://www.metacritic.com/game/playstation/yu-gi-oh!-forbidden-memories"
"Yu-Gi-Oh! Nightmare Troubadour","ds",73,"2005-08-30","https://www.metacritic.com/game/ds/yu-gi-oh!-nightmare-troubadour"
"Yu-Gi-Oh! Reshef of Destruction","gba",61,"2004-06-29","https://www.metacritic.com/game/game-boy-advance/yu-gi-oh!-reshef-of-destruction"
"Yu-Gi-Oh! The Sacred Cards","gba",60,"2003-11-04","https://www.metacritic.com/game/game-boy-advance/yu-gi-oh!-the-sacred-cards"
"Yu-Gi-Oh! World Championship 2007","ds",76,"2007-03-20","https://www.metacritic.com/game/ds/yu-gi-oh!-world-championship-2007"
"Yu-Gi-Oh! World Championship Tournament 2004","gba",68,"2004-02-10","https://www.metacritic.com/game/game-boy-advance/yu-gi-oh!-world-championship-tournament-2004"
"Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel","gba",72,"2003-04-08","https://www.metacritic.com/game/game-boy-advance/yu-gi-oh!-worldwide-edition-stairway-to-the-destined-duel"
"Zapper: One Wicked Cricket!","gba",58,"2002-11-05","https://www.metacritic.com/game/game-boy-advance/zapper-one-wicked-cricket!"
"Zatch Bell! Mamodo Battles","gcn",57,"2005-10-19","https://www.metacritic.com/game/gamecube/zatch-bell!-mamodo-battles"
"Zendoku","ds",68,"2007-06-26","https://www.metacritic.com/game/ds/zendoku"
"Zone of the Enders: The 2nd Runner","ps2",82,"2003-03-10","https://www.metacritic.com/game/playstation-2/zone-of-the-enders-the-2nd-runner"
"Zone of the Enders: The Fist of Mars","gba",71,"2002-03-03","https://www.metacritic.com/game/game-boy-advance/zone-of-the-enders-the-fist-of-mars"
"Zoo Keeper","ds",74,"2005-01-18","https://www.metacritic.com/game/ds/zoo-keeper"
"ZooCube","gba",71,"2002-05-14","https://www.metacritic.com/game/game-boy-advance/zoocube"
"ZooCube","gcn",67,"2002-05-05","https://www.metacritic.com/game/gamecube/zoocube"
"Zoonies - Escape From Makatu","ds",74,"2011-08-18","https://www.metacritic.com/game/ds/zoonies---escape-from-makatu"
"Zubo","ds",75,"2009-03-10","https://www.metacritic.com/game/ds/zubo"
"3D After Burner II","3ds",81,"2015-01-15","https://www.metacritic.com/game/3ds/3d-after-burner-ii"
"3D Classics: Kid Icarus","3ds",77,"2012-03-23","https://www.metacritic.com/game/3ds/3d-classics-kid-icarus"
"3D Classics: Kirby's Adventure","3ds",77,"2011-11-17","https://www.metacritic.com/game/3ds/3d-classics-kirbys-adventure"
"3D Fantasy Zone II W","3ds",81,"2015-04-16","https://www.metacritic.com/game/3ds/3d-fantasy-zone-ii-w"
"3D Gunstar Heroes","3ds",89,"2015-08-20","https://www.metacritic.com/game/3ds/3d-gunstar-heroes"
"3D Out Run","3ds",87,"2015-03-12","https://www.metacritic.com/game/3ds/3d-out-run"
"3D Sonic the Hedgehog 2","3ds",87,"2015-10-08","https://www.metacritic.com/game/3ds/3d-sonic-the-hedgehog-2"
"3D Streets of Rage II","3ds",89,"2015-07-23","https://www.metacritic.com/game/3ds/3d-streets-of-rage-ii"
"3D Thunder Blade","3ds",74,"2015-05-14","https://www.metacritic.com/game/3ds/3d-thunder-blade"
"7th Dragon III Code: VFD","3ds",76,"2016-07-12","https://www.metacritic.com/game/3ds/7th-dragon-iii-code-vfd"
"Animal Crossing: New Leaf","3ds",88,"2013-06-09","https://www.metacritic.com/game/3ds/animal-crossing-new-leaf"
"Apollo Justice: Ace Attorney","3ds",77,"2017-11-21","https://www.metacritic.com/game/3ds/apollo-justice-ace-attorney"
"Art Academy: Lessons for Everyone","3ds",81,"2012-10-01","https://www.metacritic.com/game/3ds/art-academy-lessons-for-everyone"
"Art of Balance Touch!","3ds",82,"2012-06-07","https://www.metacritic.com/game/3ds/art-of-balance-touch!"
"Attack of the Friday Monsters! A Tokyo Tale","3ds",77,"2013-07-18","https://www.metacritic.com/game/3ds/attack-of-the-friday-monsters!-a-tokyo-tale"
"Azure Striker Gunvolt","3ds",77,"2014-08-29","https://www.metacritic.com/game/3ds/azure-striker-gunvolt"
"Azure Striker Gunvolt 2","3ds",76,"2016-09-29","https://www.metacritic.com/game/3ds/azure-striker-gunvolt-2"
"Bit.Trip Saga","3ds",75,"2011-09-13","https://www.metacritic.com/game/3ds/bittrip-saga"
"BoxBoxBoy!","3ds",80,"2016-06-30","https://www.metacritic.com/game/3ds/boxboxboy!"
"BOXBOY!","3ds",80,"2015-04-02","https://www.metacritic.com/game/3ds/boxboy!"
"Bravely Default","3ds",85,"2014-02-07","https://www.metacritic.com/game/3ds/bravely-default"
"Bravely Second: End Layer","3ds",81,"2016-04-15","https://www.metacritic.com/game/3ds/bravely-second-end-layer"
"BYE-BYE BOXBOY!","3ds",83,"2017-04-12","https://www.metacritic.com/game/3ds/bye-bye-boxboy!"
"Captain Toad: Treasure Tracker","3ds",79,"2018-07-13","https://www.metacritic.com/game/3ds/captain-toad-treasure-tracker"
"Castlevania: Lords of Shadow - Mirror of Fate","3ds",72,"2013-03-05","https://www.metacritic.com/game/3ds/castlevania-lords-of-shadow---mirror-of-fate"
"Cave Story 3D","3ds",82,"2011-11-08","https://www.metacritic.com/game/3ds/cave-story-3d"
"Chicken Wiggle","3ds",73,"2017-08-17","https://www.metacritic.com/game/3ds/chicken-wiggle"
"Colors! 3D","3ds",89,"2012-04-05","https://www.metacritic.com/game/3ds/colors!-3d"
"Corpse Party","3ds",77,"2016-10-25","https://www.metacritic.com/game/3ds/corpse-party"
"Crashmo","3ds",86,"2012-11-22","https://www.metacritic.com/game/3ds/crashmo"
"Crimson Shroud","3ds",76,"2012-12-13","https://www.metacritic.com/game/3ds/crimson-shroud"
"Culdcept Revolt","3ds",74,"2017-10-03","https://www.metacritic.com/game/3ds/culdcept-revolt"
"Dead or Alive: Dimensions","3ds",79,"2011-05-24","https://www.metacritic.com/game/3ds/dead-or-alive-dimensions"
"Disney Art Academy","3ds",72,"2016-05-13","https://www.metacritic.com/game/3ds/disney-art-academy"
"Disney Magical World","3ds",71,"2014-04-11","https://www.metacritic.com/game/3ds/disney-magical-world"
"Disney Magical World 2","3ds",73,"2016-10-14","https://www.metacritic.com/game/3ds/disney-magical-world-2"
"Donkey Kong Country Returns 3D","3ds",83,"2013-05-24","https://www.metacritic.com/game/3ds/donkey-kong-country-returns-3d"
"Dragon Ball: Fusions","3ds",72,"2016-11-22","https://www.metacritic.com/game/3ds/dragon-ball-fusions"
"Dragon Quest VII: Fragments of the Forgotten Past","3ds",81,"2016-09-16","https://www.metacritic.com/game/3ds/dragon-quest-vii-fragments-of-the-forgotten-past"
"Dragon Quest VIII: Journey of the Cursed King","3ds",85,"2017-01-20","https://www.metacritic.com/game/3ds/dragon-quest-viii-journey-of-the-cursed-king"
"escapeVektor","3ds",75,"2012-12-20","https://www.metacritic.com/game/3ds/escapevektor"
"Etrian Mystery Dungeon","3ds",77,"2015-04-07","https://www.metacritic.com/game/3ds/etrian-mystery-dungeon"
"Etrian Odyssey 2 Untold: The Fafnir Knight","3ds",82,"2015-08-04","https://www.metacritic.com/game/3ds/etrian-odyssey-2-untold-the-fafnir-knight"
"Etrian Odyssey IV: Legends of the Titan","3ds",84,"2013-02-26","https://www.metacritic.com/game/3ds/etrian-odyssey-iv-legends-of-the-titan"
"Etrian Odyssey Nexus","3ds",81,"2019-02-05","https://www.metacritic.com/game/3ds/etrian-odyssey-nexus"
"Etrian Odyssey Untold: The Millennium Girl","3ds",80,"2013-10-01","https://www.metacritic.com/game/3ds/etrian-odyssey-untold-the-millennium-girl"
"Etrian Odyssey V: Beyond the Myth","3ds",80,"2017-10-17","https://www.metacritic.com/game/3ds/etrian-odyssey-v-beyond-the-myth"
"Ever Oasis","3ds",76,"2017-06-23","https://www.metacritic.com/game/3ds/ever-oasis"
"Fantasy Life","3ds",73,"2014-10-24","https://www.metacritic.com/game/3ds/fantasy-life"
"Fire Emblem Echoes: Shadows of Valentia","3ds",81,"2017-05-19","https://www.metacritic.com/game/3ds/fire-emblem-echoes-shadows-of-valentia"
"Fire Emblem Fates: Birthright","3ds",86,"2016-02-19","https://www.metacritic.com/game/3ds/fire-emblem-fates-birthright"
"Fire Emblem Fates: Conquest","3ds",87,"2016-02-19","https://www.metacritic.com/game/3ds/fire-emblem-fates-conquest"
"Fire Emblem Fates: Revelation","3ds",88,"2016-03-10","https://www.metacritic.com/game/3ds/fire-emblem-fates-revelation"
"Fire Emblem Fates: Special Edition","3ds",88,"2016-02-19","https://www.metacritic.com/game/3ds/fire-emblem-fates-special-edition"
"Fire Emblem: Awakening","3ds",92,"2013-02-04","https://www.metacritic.com/game/3ds/fire-emblem-awakening"
"Fluidity: Spin Cycle","3ds",78,"2012-12-27","https://www.metacritic.com/game/3ds/fluidity-spin-cycle"
"Gunman Clive","3ds",82,"2013-01-03","https://www.metacritic.com/game/3ds/gunman-clive"
"Gunman Clive 2","3ds",80,"2015-01-20","https://www.metacritic.com/game/3ds/gunman-clive-2"
"Gurumin 3D: A Monstrous Adventure","3ds",72,"2016-10-13","https://www.metacritic.com/game/3ds/gurumin-3d-a-monstrous-adventure"
"Hakuoki: Memories of the Shinsengumi","3ds",75,"2013-09-19","https://www.metacritic.com/game/3ds/hakuoki-memories-of-the-shinsengumi"
"HarmoKnight","3ds",73,"2013-03-28","https://www.metacritic.com/game/3ds/harmoknight"
"Harvest Moon 3D: A New Beginning","3ds",74,"2012-11-06","https://www.metacritic.com/game/3ds/harvest-moon-3d-a-new-beginning"
"Hatsune Miku: Project Mirai DX","3ds",80,"2015-09-08","https://www.metacritic.com/game/3ds/hatsune-miku-project-mirai-dx"
"Ikachan","3ds",71,"2013-01-31","https://www.metacritic.com/game/3ds/ikachan"
"Inazuma Eleven","3ds",78,"2014-02-13","https://www.metacritic.com/game/3ds/inazuma-eleven"
"Inazuma Eleven 3: Bomb Blast","3ds",72,"2013-09-27","https://www.metacritic.com/game/3ds/inazuma-eleven-3-bomb-blast"
"Inazuma Eleven Go: Chrono Stones: Thunderflash","3ds",77,"2015-03-27","https://www.metacritic.com/game/3ds/inazuma-eleven-go-chrono-stones-thunderflash"
"Inazuma Eleven Go: Chrono Stones: Wildfire","3ds",77,"2015-03-27","https://www.metacritic.com/game/3ds/inazuma-eleven-go-chrono-stones-wildfire"
"Inazuma Eleven Go: Light","3ds",74,"2014-06-13","https://www.metacritic.com/game/3ds/inazuma-eleven-go-light"
"Inazuma Eleven Go: Shadow","3ds",75,"2014-06-13","https://www.metacritic.com/game/3ds/inazuma-eleven-go-shadow"
"Ketzal's Corridors","3ds",76,"2012-04-12","https://www.metacritic.com/game/3ds/ketzals-corridors"
"Kid Icarus: Uprising","3ds",83,"2012-03-23","https://www.metacritic.com/game/3ds/kid-icarus-uprising"
"Kingdom Hearts 3D: Dream Drop Distance","3ds",75,"2012-06-05","https://www.metacritic.com/game/3ds/kingdom-hearts-3d-dream-drop-distance"
"Kirby's Extra Epic Yarn","3ds",79,"2019-03-08","https://www.metacritic.com/game/3ds/kirbys-extra-epic-yarn"
"Kirby: Planet Robobot","3ds",81,"2016-06-10","https://www.metacritic.com/game/3ds/kirby-planet-robobot"
"Kirby: Triple Deluxe","3ds",80,"2014-05-02","https://www.metacritic.com/game/3ds/kirby-triple-deluxe"
"Kokuga","3ds",77,"2013-06-27","https://www.metacritic.com/game/3ds/kokuga"
"Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy","3ds",72,"2017-10-06","https://www.metacritic.com/game/3ds/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy"
"LBX: Little Battlers eXperience","3ds",73,"2015-08-21","https://www.metacritic.com/game/3ds/lbx-little-battlers-experience"
"Luigi's Mansion","3ds",74,"2018-10-12","https://www.metacritic.com/game/3ds/luigis-mansion"
"Luigi's Mansion: Dark Moon","3ds",86,"2013-03-24","https://www.metacritic.com/game/3ds/luigis-mansion-dark-moon"
"Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey","3ds",84,"2019-01-11","https://www.metacritic.com/game/3ds/mario-luigi-bowsers-inside-story-+-bowser-jrs-journey"
"Mario & Luigi: Dream Team","3ds",81,"2013-08-11","https://www.metacritic.com/game/3ds/mario-luigi-dream-team"
"Mario & Luigi: Paper Jam","3ds",76,"2016-01-22","https://www.metacritic.com/game/3ds/mario-luigi-paper-jam"
"Mario & Luigi: Superstar Saga + Bowser's Minions","3ds",81,"2017-10-06","https://www.metacritic.com/game/3ds/mario-luigi-superstar-saga-+-bowsers-minions"
"Mario and Donkey Kong: Minis on the Move","3ds",78,"2013-05-09","https://www.metacritic.com/game/3ds/mario-and-donkey-kong-minis-on-the-move"
"Mario Golf: World Tour","3ds",78,"2014-05-02","https://www.metacritic.com/game/3ds/mario-golf-world-tour"
"Mario Kart 7","3ds",85,"2011-12-04","https://www.metacritic.com/game/3ds/mario-kart-7"
"Marvel Pinball 3D","3ds",74,"2012-06-28","https://www.metacritic.com/game/3ds/marvel-pinball-3d"
"Mega Man Legacy Collection","3ds",77,"2016-02-23","https://www.metacritic.com/game/3ds/mega-man-legacy-collection"
"Metal Gear Solid: Snake Eater 3D","3ds",78,"2012-02-21","https://www.metacritic.com/game/3ds/metal-gear-solid-snake-eater-3d"
"Metroid: Samus Returns","3ds",85,"2017-09-15","https://www.metacritic.com/game/3ds/metroid-samus-returns"
"Mighty Gunvolt","3ds",72,"2014-08-29","https://www.metacritic.com/game/3ds/mighty-gunvolt"
"Mighty Switch Force!","3ds",79,"2011-12-22","https://www.metacritic.com/game/3ds/mighty-switch-force!"
"Mighty Switch Force! 2","3ds",73,"2013-06-13","https://www.metacritic.com/game/3ds/mighty-switch-force!-2"
"Monster Hunter 3 Ultimate","3ds",79,"2013-03-19","https://www.metacritic.com/game/3ds/monster-hunter-3-ultimate"
"Monster Hunter 4 Ultimate","3ds",86,"2015-02-13","https://www.metacritic.com/game/3ds/monster-hunter-4-ultimate"
"Monster Hunter Generations","3ds",85,"2016-07-15","https://www.metacritic.com/game/3ds/monster-hunter-generations"
"Monster Hunter Stories","3ds",79,"2017-09-08","https://www.metacritic.com/game/3ds/monster-hunter-stories"
"Mutant Mudds","3ds",80,"2012-01-26","https://www.metacritic.com/game/3ds/mutant-mudds"
"Nano Assault","3ds",75,"2011-12-05","https://www.metacritic.com/game/3ds/nano-assault"
"Nano Assault EX","3ds",74,"2013-03-07","https://www.metacritic.com/game/3ds/nano-assault-ex"
"New Super Mario Bros. 2","3ds",78,"2012-08-19","https://www.metacritic.com/game/3ds/new-super-mario-bros-2"
"NightSky","3ds",75,"2012-10-25","https://www.metacritic.com/game/3ds/nightsky"
"Nintendogs + Cats: French Bulldog & New Friends","3ds",71,"2011-03-27","https://www.metacritic.com/game/3ds/nintendogs-+-cats-french-bulldog-new-friends"
"Nintendogs + Cats: Golden Retriever & New Friends","3ds",71,"2011-03-27","https://www.metacritic.com/game/3ds/nintendogs-+-cats-golden-retriever-new-friends"
"Nintendogs + Cats: Toy Poodle & New Friends","3ds",71,"2011-03-27","https://www.metacritic.com/game/3ds/nintendogs-+-cats-toy-poodle-new-friends"
"Order Up!!","3ds",72,"2012-06-21","https://www.metacritic.com/game/3ds/order-up!!"
"Paper Mario: Sticker Star","3ds",75,"2012-11-11","https://www.metacritic.com/game/3ds/paper-mario-sticker-star"
"Persona Q2: New Cinema Labyrinth","3ds",81,"2019-06-04","https://www.metacritic.com/game/3ds/persona-q2-new-cinema-labyrinth"
"Persona Q: Shadow of the Labyrinth","3ds",83,"2014-11-25","https://www.metacritic.com/game/3ds/persona-q-shadow-of-the-labyrinth"
