platform,Title,Score,compatibility,link,user score,release date,Price,price charting id,,release year,score tier,score pctl,price tier,price pctl,points per dollar,ppd 69,
gamecube,Need for Speed: Hot Pursuit 2,68,none,https://www.metacritic.com/game/gamecube/need-for-speed-hot-pursuit-2,8.1,"Sep 30, 2002",7.14,gcn0359,,2002,65-69pts,0.306,$05.00-9.99,,9.524,-0.140,
gamecube,NFL 2K3,92,none,https://www.metacritic.com/game/gamecube/nfl-2k3,7,"Aug 21, 2002",$4.40,gcn0339,,2002,90-94pts,0.962,$00.00-4.99,,20.909,5.227,
gamecube,NFL Blitz 20-02,77,none,https://www.metacritic.com/game/gamecube/nfl-blitz-20-02,8,"Mar 18, 2002",6.98,gcn0340,,2002,75-79pts,0.609,$05.00-9.99,,11.032,1.146,
gamecube,NFL Blitz 20-03,72,none,https://www.metacritic.com/game/gamecube/nfl-blitz-20-03,7.8,"Aug 12, 2002",9.97,gcn0341,,2002,70-74pts,0.449,$05.00-9.99,,7.222,0.301,
gamecube,NFL Blitz Pro,71,none,https://www.metacritic.com/game/gamecube/nfl-blitz-pro,,"Dec 2, 2003",9.9,gcn0342,,2003,70-74pts,0.406,$05.00-9.99,,7.172,0.202,
gamecube,NFL Street,81,none,https://www.metacritic.com/game/gamecube/nfl-street,8.2,"Jan 13, 2004",11.24,gcn0344,,2004,80-84pts,0.729,$10.00-14.99,,7.206,1.068,
gamecube,NFL Street 2,77,none,https://www.metacritic.com/game/gamecube/nfl-street-2,7.6,"Dec 22, 2004",21.24,gcn0345,,2004,75-79pts,0.609,$20.00-24.99,,3.625,0.377,
gamecube,NHL 06,78,none,https://www.metacritic.com/game/gamecube/nhl-06,8.4,"Sep 6, 2005",4.95,gcn0346,,2005,75-79pts,0.637,$00.00-4.99,,15.758,1.818,
gamecube,NHL 2003,79,none,https://www.metacritic.com/game/gamecube/nhl-2003,,"Sep 30, 2002",4.68,gcn0347,,2002,75-79pts,0.664,$00.00-4.99,,16.880,2.137,
gamecube,NHL 2004,85,none,https://www.metacritic.com/game/gamecube/nhl-2004,7.4,"Sep 22, 2003",5.57,gcn0348,,2003,85-89pts,0.84,$05.00-9.99,,15.260,2.873,
gamecube,NHL 2005,75,none,https://www.metacritic.com/game/gamecube/nhl-2005,5.6,"Sep 20, 2004",3.22,gcn0349,,2004,75-79pts,0.529,$00.00-4.99,,23.292,1.863,
gamecube,NHL 2K3,89,none,https://www.metacritic.com/game/gamecube/nhl-2k3,6.8,"Dec 11, 2002",13.63,gcn0350,,2002,85-89pts,0.912,$10.00-14.99,,6.530,1.467,
gamecube,NHL Hitz 20-02,79,none,https://www.metacritic.com/game/gamecube/nhl-hitz-20-02,8.6,"Nov 17, 2001",8.5,gcn0351,,2001,75-79pts,0.664,$05.00-9.99,,9.294,1.176,
gamecube,NHL Hitz 20-03,82,none,https://www.metacritic.com/game/gamecube/nhl-hitz-20-03,8.4,"Sep 16, 2002",16.29,gcn0352,,2002,80-84pts,0.759,$15.00-19.99,,5.034,0.798,
gamecube,NHL Hitz Pro,81,none,https://www.metacritic.com/game/gamecube/nhl-hitz-pro,7.8,"Sep 25, 2003",16.05,gcn0353,,2003,80-84pts,0.729,$15.00-19.99,,5.047,0.748,
gamecube,Odama,62,none,https://www.metacritic.com/game/gamecube/odama,8,"Apr 10, 2006",9.38,gcn0367,,2006,60-64pts,0.115,$05.00-9.99,,6.610,-0.746,
gamecube,One Piece Grand Battle,67,none,https://www.metacritic.com/game/gamecube/one-piece-grand-battle,7.1,"Sep 7, 2005",11.41,gcn0369,,2005,65-69pts,0.266,$10.00-14.99,,5.872,-0.175,
gamecube,One Piece: Grand Adventure,70,none,https://www.metacritic.com/game/gamecube/one-piece-grand-adventure,8.3,"Aug 29, 2006",23.49,gcn0368,,2006,70-74pts,0.368,$20.00-24.99,,2.980,0.043,
gamecube,Outlaw Golf,69,none,https://www.metacritic.com/game/gamecube/outlaw-golf,7.8,"Oct 29, 2002",5.24,gcn0372,,2002,65-69pts,0.331,$05.00-9.99,,13.168,0.000,
gamecube,Over the Hedge,61,none,https://www.metacritic.com/game/gamecube/over-the-hedge,8.1,"May 9, 2006",7.21,gcn0374,,2006,60-64pts,0.093,$05.00-9.99,,8.460,-1.110,
gamecube,P.N. 03,63,none,https://www.metacritic.com/game/gamecube/pn-03,8.2,"Sep 9, 2003",27.99,gcn0375,,2003,60-64pts,0.148,$25.00-29.99,,2.251,-0.214,
gamecube,Pac-Man vs.,78,none,https://www.metacritic.com/game/gamecube/pac-man-vs,8.3,"Dec 2, 2003",9.22,gcn0378,,2003,75-79pts,0.637,$05.00-9.99,,8.460,0.976,
gamecube,Pac-Man World 2,74,none,https://www.metacritic.com/game/gamecube/pac-man-world-2,8.3,"Mar 19, 2002",13.17,gcn0379,,2002,70-74pts,0.506,$10.00-14.99,,5.619,0.380,
gamecube,Pac-Man World 3,66,none,https://www.metacritic.com/game/gamecube/pac-man-world-3,7.3,"Nov 17, 2005",24.98,gcn0380,,2005,65-69pts,0.228,$20.00-24.99,,2.642,-0.120,
gamecube,Pac-Man World Rally,57,none,https://www.metacritic.com/game/gamecube/pac-man-world-rally,8.4,"Aug 22, 2006",24.99,gcn0381,,2006,55-59pts,0.01,$20.00-24.99,,2.281,-0.480,
gamecube,Paper Mario: The Thousand-Year Door,87,none,https://www.metacritic.com/game/gamecube/paper-mario-the-thousand-year-door,9.1,"Oct 11, 2004",68.13,gcn0383,,2004,85-89pts,0.872,$65.00-69.99,,1.277,0.264,
gamecube,Peter Jackson's King Kong: The Official Game of the Movie,81,none,https://www.metacritic.com/game/gamecube/peter-jacksons-king-kong-the-official-game-of-the-movie,8.5,"Nov 21, 2005",9.08,gcn0384,,2005,80-84pts,0.729,$05.00-9.99,,8.921,1.322,
gamecube,Phantasy Star Online Episode I & II,85,none,https://www.metacritic.com/game/gamecube/phantasy-star-online-episode-i-ii,8.4,"Oct 29, 2002",44.8,gcn0385,,2002,85-89pts,0.84,$40.00-44.99,,1.897,0.357,
gamecube,Phantasy Star Online Episode III: C.A.R.D. Revolution,71,none,https://www.metacritic.com/game/gamecube/phantasy-star-online-episode-iii-card-revolution,8.3,"Mar 2, 2004",19,gcn0387,,2004,70-74pts,0.406,$15.00-19.99,,3.737,0.105,
gamecube,Pikmin,89,none,https://www.metacritic.com/game/gamecube/pikmin,8.7,"Dec 2, 2001",33,gcn0389,,2001,85-89pts,0.912,$30.00-34.99,,2.697,0.606,
gamecube,Pikmin 2,90,none,https://www.metacritic.com/game/gamecube/pikmin-2,9,"Aug 30, 2004",58.25,gcn0390,,2004,90-94pts,0.937,$55.00-59.99,,1.545,0.361,
gamecube,Pitfall: The Lost Expedition,73,none,https://www.metacritic.com/game/gamecube/pitfall-the-lost-expedition,8.8,"Feb 18, 2004",8.99,gcn0392,,2004,70-74pts,0.474,$05.00-9.99,,8.120,0.445,
gamecube,Pokemon Colosseum,73,none,https://www.metacritic.com/game/gamecube/pokemon-colosseum,7.9,"Mar 22, 2004",89.99,gcn0395,,2004,70-74pts,0.474,$85.00-89.99,,0.811,0.044,
gamecube,Pokemon XD: Gale of Darkness,64,none,https://www.metacritic.com/game/gamecube/pokemon-xd-gale-of-darkness,8.1,"Sep 28, 2005",$113.65,gcn0396,,2005,60-64pts,0.175,$110.00-114.99,,0.563,-0.044,
gamecube,Pool Paradise,76,none,https://www.metacritic.com/game/gamecube/pool-paradise,,"Jun 30, 2004",5.22,gcn0397,,2004,75-79pts,0.561,$05.00-9.99,,14.559,1.341,
gamecube,Prince of Persia: The Sands of Time,92,none,https://www.metacritic.com/game/gamecube/prince-of-persia-the-sands-of-time,8,"Nov 18, 2003",$9.00,gcn0400,,2003,90-94pts,0.962,$05.00-9.99,,10.222,2.556,
gamecube,Prince of Persia: The Two Thrones,84,none,https://www.metacritic.com/game/gamecube/prince-of-persia-the-two-thrones,7.5,"Dec 1, 2005",8.22,gcn0401,,2005,80-84pts,0.817,$05.00-9.99,,10.219,1.825,
gamecube,Prince of Persia: Warrior Within,83,none,https://www.metacritic.com/game/gamecube/prince-of-persia-warrior-within,7.8,"Nov 30, 2004",6.81,gcn0402,,2004,80-84pts,0.789,$05.00-9.99,,12.188,2.056,
gamecube,Pro Rally,64,none,https://www.metacritic.com/game/gamecube/pro-rally,8.2,"Nov 11, 2002",12.27,gcn0403,,2002,60-64pts,0.175,$10.00-14.99,,5.216,-0.407,
gamecube,Puyo Pop Fever,72,none,https://www.metacritic.com/game/gamecube/puyo-pop-fever,8.3,"Jul 20, 2004",17.06,gcn0405,,2004,70-74pts,0.449,$15.00-19.99,,4.220,0.176,
gamecube,R: Racing Evolution,67,none,https://www.metacritic.com/game/gamecube/r-racing-evolution,7,"Dec 9, 2003",9.45,gcn0406,,2003,65-69pts,0.266,$05.00-9.99,,7.090,-0.212,
gamecube,Rally Championship,63,none,https://www.metacritic.com/game/gamecube/rally-championship,,"Jul 30, 2003",40.99,gcn0409,,2003,60-64pts,0.148,$40.00-44.99,,1.537,-0.146,
gamecube,Rampage: Total Destruction,57,none,https://www.metacritic.com/game/gamecube/rampage-total-destruction,6.9,"Apr 24, 2006",10.75,gcn0410,,2006,55-59pts,0.01,$10.00-14.99,,5.302,-1.116,
gamecube,Ratatouille,60,none,https://www.metacritic.com/game/gamecube/ratatouille,6,"Jun 26, 2007",9.61,gcn0411,,2007,60-64pts,0.065,$05.00-9.99,,6.243,-0.937,
gamecube,Rave Master,60,none,https://www.metacritic.com/game/gamecube/rave-master,6.3,"Mar 8, 2005",24.1,gcn0412,,2005,60-64pts,0.065,$20.00-24.99,,2.490,-0.373,
gamecube,Rayman 3: Hoodlum Havoc,77,none,https://www.metacritic.com/game/gamecube/rayman-3-hoodlum-havoc,8.5,"Mar 2, 2003",20,gcn0413,,2003,75-79pts,0.609,$20.00-24.99,,3.850,0.400,
gamecube,Rayman Arena,60,none,https://www.metacritic.com/game/gamecube/rayman-arena,7.4,"Sep 24, 2002",9.43,gcn0414,,2002,60-64pts,0.065,$05.00-9.99,,6.363,-0.954,
gamecube,Red Faction II,79,none,https://www.metacritic.com/game/gamecube/red-faction-ii,7.8,"Mar 31, 2003",10.16,gcn0416,,2003,75-79pts,0.664,$10.00-14.99,,7.776,0.984,
gamecube,RedCard 20-03,71,none,https://www.metacritic.com/game/gamecube/redcard-20-03,7.4,"Jun 24, 2002",13.95,gcn0415,,2002,70-74pts,0.406,$10.00-14.99,,5.090,0.143,
gamecube,Resident Evil,91,none,https://www.metacritic.com/game/gamecube/resident-evil,9.2,"Apr 30, 2002",$13.99,gcn0418,,2002,90-94pts,0.95,$10.00-14.99,,6.505,1.573,
gamecube,Resident Evil 0,83,none,https://www.metacritic.com/game/gamecube/resident-evil-0,8.7,"Nov 10, 2002",11.28,gcn0425,,2002,80-84pts,0.789,$10.00-14.99,,7.358,1.241,
gamecube,Resident Evil 2,59,none,https://www.metacritic.com/game/gamecube/resident-evil-2,8.9,"Jan 16, 2003",78.5,gcn0420,,2003,55-59pts,0.035,$75.00-79.99,,0.752,-0.127,
gamecube,Resident Evil 3: Nemesis,62,none,https://www.metacritic.com/game/gamecube/resident-evil-3-nemesis,8.7,"Jan 15, 2003",54.97,gcn0421,,2003,60-64pts,0.115,$50.00-54.99,,1.128,-0.127,
gamecube,Resident Evil 4,96,none,https://www.metacritic.com/game/gamecube/resident-evil-4,9.2,"Jan 11, 2005",$12.85,gcn0422,,2005,95-99pts,0.992,$10.00-14.99,,7.471,2.101,
gamecube,Resident Evil Code: Veronica X,62,none,https://www.metacritic.com/game/gamecube/resident-evil-code-veronica-x,8.4,"Dec 3, 2003",95,gcn0424,,2003,60-64pts,0.115,$95.00-99.99,,0.653,-0.074,
ds,Solatorobo: Red the Hunter,76,,https://www.metacritic.com/game/ds/solatorobo-red-the-hunter,8.3,"Sep 27, 2011",$110.00,ds1515,,2011,75-79pts,0.443,$110.00-114.99,,0.691,0.064,
gamecube,RoadKill,64,none,https://www.metacritic.com/game/gamecube/roadkill,7.8,"Oct 30, 2003",19.98,gcn0428,,2003,60-64pts,0.175,$15.00-19.99,,3.203,-0.250,
gamecube,Robotech: Battlecry,74,none,https://www.metacritic.com/game/gamecube/robotech-battlecry,8.5,"Oct 27, 2002",19.98,gcn0428,,2002,70-74pts,0.506,$15.00-19.99,,3.704,0.250,
gamecube,Rocky,74,none,https://www.metacritic.com/game/gamecube/rocky,,"Nov 17, 2002",9.09,gcn0432,,2002,70-74pts,0.506,$05.00-9.99,,8.141,0.550,
gamecube,Rogue Ops,65,none,https://www.metacritic.com/game/gamecube/rogue-ops,,"Oct 29, 2003",10.61,gcn0433,,2003,65-69pts,0.206,$10.00-14.99,,6.126,-0.377,
gamecube,Samurai Jack: The Shadow of Aku,59,none,https://www.metacritic.com/game/gamecube/samurai-jack-the-shadow-of-aku,6.2,"Mar 24, 2004",26.28,gcn0439,,2004,55-59pts,0.035,$25.00-29.99,,2.245,-0.381,
gamecube,Scaler,69,none,https://www.metacritic.com/game/gamecube/scaler,7.3,"Nov 17, 2004",14.69,gcn0440,,2004,65-69pts,0.331,$10.00-14.99,,4.697,0.000,
gamecube,Scooby-Doo! Night of 100 Frights,68,none,https://www.metacritic.com/game/gamecube/scooby-doo!-night-of-100-frights,7.7,"Sep 16, 2002",14.99,gcn0442,,2002,65-69pts,0.306,$10.00-14.99,,4.536,-0.067,
gamecube,Scooby-Doo! Unmasked,64,none,https://www.metacritic.com/game/gamecube/scooby-doo!-unmasked,6.8,"Sep 12, 2005",13.85,gcn0443,,2005,60-64pts,0.175,$10.00-14.99,,4.621,-0.361,
gamecube,Second Sight,77,none,https://www.metacritic.com/game/gamecube/second-sight,8.3,"Sep 21, 2004",10.68,gcn0444,,2004,75-79pts,0.609,$10.00-14.99,,7.210,0.749,
gamecube,Sega Soccer Slam,84,none,https://www.metacritic.com/game/gamecube/sega-soccer-slam,7.7,"Mar 18, 2002",12.96,gcn0445,,2002,80-84pts,0.817,$10.00-14.99,,6.481,1.157,
gamecube,Serious Sam: Next Encounter,69,none,https://www.metacritic.com/game/gamecube/serious-sam-next-encounter,8.4,"Apr 12, 2004",26.24,gcn0446,,2004,65-69pts,0.331,$25.00-29.99,,2.630,0.000,
gamecube,Shark Tale,69,none,https://www.metacritic.com/game/gamecube/shark-tale,4.5,"Sep 27, 2004",4.27,gcn0449,,2004,65-69pts,0.331,$00.00-4.99,,16.159,0.000,
gamecube,Shrek 2,70,none,https://www.metacritic.com/game/gamecube/shrek-2,5.3,"Apr 28, 2004",8.03,gcn0450,,2004,70-74pts,0.368,$05.00-9.99,,8.717,0.125,
gamecube,Shrek SuperSlam,70,none,https://www.metacritic.com/game/gamecube/shrek-superslam,5.1,"Oct 25, 2005",12.52,gcn0454,,2005,70-74pts,0.368,$10.00-14.99,,5.591,0.080,
gamecube,Baten Kaitos Origins,75,none,https://www.metacritic.com/game/gamecube/baten-kaitos-origins,8.4,"Sep 25, 2006",$100.99,gcn0033,,2006,75-79pts,0.529,$100.00-104.99,,0.743,0.059,
gamecube,Smuggler's Run: Warzones,79,none,https://www.metacritic.com/game/gamecube/smugglers-run-warzones,6.9,"Aug 7, 2002",6.33,gcn0457,,2002,75-79pts,0.664,$05.00-9.99,,12.480,1.580,
gamecube,Sonic Adventure 2 Battle,73,none,https://www.metacritic.com/game/gamecube/sonic-adventure-2-battle,8.4,"Feb 11, 2002",27.24,gcn0458,,2002,70-74pts,0.474,$25.00-29.99,,2.680,0.147,
gamecube,Sonic Adventure DX Director's Cut,57,none,https://www.metacritic.com/game/gamecube/sonic-adventure-dx-directors-cut,7.8,"Jun 18, 2003",21,gcn0460,,2003,55-59pts,0.01,$20.00-24.99,,2.714,-0.571,
gamecube,Sonic Gems Collection,64,none,https://www.metacritic.com/game/gamecube/sonic-gems-collection,8.1,"Aug 16, 2005",33.23,gcn0461,,2005,60-64pts,0.175,$30.00-34.99,,1.926,-0.150,
gamecube,Sonic Heroes,72,none,https://www.metacritic.com/game/gamecube/sonic-heroes,7.9,"Jan 5, 2004",19.45,gcn0462,,2004,70-74pts,0.449,$15.00-19.99,,3.702,0.154,
gamecube,Sonic Mega Collection,75,none,https://www.metacritic.com/game/gamecube/sonic-mega-collection,8.5,"Nov 10, 2002",8.7,gcn0464,,2002,75-79pts,0.529,$05.00-9.99,,8.621,0.690,
gamecube,Sonic Riders,59,none,https://www.metacritic.com/game/gamecube/sonic-riders,8,"Feb 21, 2006",17,gcn0465,,2006,55-59pts,0.035,$15.00-19.99,,3.471,-0.588,
gamecube,SoulCalibur II,93,none,https://www.metacritic.com/game/gamecube/soulcalibur-ii,8.9,"Aug 27, 2003",$13.94,gcn0466,,2003,90-94pts,0.982,$10.00-14.99,,6.671,1.722,
gamecube,Spartan: Total Warrior,73,none,https://www.metacritic.com/game/gamecube/spartan-total-warrior,8.1,"Oct 27, 2005",16.95,gcn0468,,2005,70-74pts,0.474,$15.00-19.99,,4.307,0.236,
gamecube,Spawn: Armageddon,61,none,https://www.metacritic.com/game/gamecube/spawn-armageddon,7.3,"Nov 21, 2003",18,gcn0469,,2003,60-64pts,0.093,$15.00-19.99,,3.389,-0.444,
gamecube,Speed Kings,59,none,https://www.metacritic.com/game/gamecube/speed-kings,,"May 28, 2003",10.59,gcn0470,,2003,55-59pts,0.035,$10.00-14.99,,5.571,-0.944,
gamecube,Sphinx and the Cursed Mummy,79,none,https://www.metacritic.com/game/gamecube/sphinx-and-the-cursed-mummy,8.4,"Nov 10, 2003",8.25,gcn0471,,2003,75-79pts,0.664,$05.00-9.99,,9.576,1.212,
gamecube,Spider-Man 2,80,none,https://www.metacritic.com/game/gamecube/spider-man-2,8.4,"Jun 28, 2004",12.61,gcn0473,,2004,80-84pts,0.689,$10.00-14.99,,6.344,0.872,
gamecube,Spider-Man: The Movie,76,none,https://www.metacritic.com/game/gamecube/spider-man-the-movie,7.3,"Apr 15, 2002",6.33,gcn0472,,2002,75-79pts,0.561,$05.00-9.99,,12.006,1.106,
gamecube,SpongeBob SquarePants: Battle for Bikini Bottom,71,none,https://www.metacritic.com/game/gamecube/spongebob-squarepants-battle-for-bikini-bottom,8.3,"Oct 31, 2003",13.68,gcn0479,,2003,70-74pts,0.406,$10.00-14.99,,5.190,0.146,
gamecube,Spy Hunter,71,none,https://www.metacritic.com/game/gamecube/spy-hunter,8,"Mar 11, 2002",5.72,gcn0484,,2002,70-74pts,0.406,$05.00-9.99,,12.413,0.350,
gamecube,Spyro: A Hero's Tail,62,none,https://www.metacritic.com/game/gamecube/spyro-a-heros-tail,7.1,"Nov 3, 2004",11.23,gcn0485,,2004,60-64pts,0.115,$10.00-14.99,,5.521,-0.623,
gamecube,SSX 3,92,none,https://www.metacritic.com/game/gamecube/ssx-3,8.7,"Oct 20, 2003",$11.65,gcn0435,,2003,90-94pts,0.962,$10.00-14.99,,7.897,1.974,
gamecube,SSX On Tour,80,none,https://www.metacritic.com/game/gamecube/ssx-on-tour,7.6,"Oct 11, 2005",14.4,gcn0436,,2005,80-84pts,0.689,$10.00-14.99,,5.556,0.764,
gamecube,SSX Tricky,87,none,https://www.metacritic.com/game/gamecube/ssx-tricky,8.5,"Dec 2, 2001",16.9,gcn0437,,2001,85-89pts,0.872,$15.00-19.99,,5.148,1.065,
gamecube,Star Fox Adventures,82,none,https://www.metacritic.com/game/gamecube/star-fox-adventures,7.9,"Sep 22, 2002",20.33,gcn0487,,2002,80-84pts,0.759,$20.00-24.99,,4.033,0.639,
gamecube,Star Fox: Assault,67,none,https://www.metacritic.com/game/gamecube/star-fox-assault,8.1,"Feb 14, 2005",32.48,gcn0488,,2005,65-69pts,0.266,$30.00-34.99,,2.063,-0.062,
gamecube,Star Wars Bounty Hunter,67,none,https://www.metacritic.com/game/gamecube/star-wars-bounty-hunter,7.8,"Dec 7, 2002",15,gcn0489,,2002,65-69pts,0.266,$15.00-19.99,,4.467,-0.133,
gamecube,Star Wars Jedi Knight II: Jedi Outcast,75,none,https://www.metacritic.com/game/gamecube/star-wars-jedi-knight-ii-jedi-outcast,8.1,"Nov 20, 2002",12.76,gcn0491,,2002,75-79pts,0.529,$10.00-14.99,,5.878,0.470,
gamecube,Star Wars Rogue Leader: Rogue Squadron II,90,none,https://www.metacritic.com/game/gamecube/star-wars-rogue-leader-rogue-squadron-ii,8.6,"Nov 9, 2001",$11.27,gcn0494,,2001,90-94pts,0.937,$10.00-14.99,,7.986,1.863,
gamecube,Star Wars Rogue Squadron III: Rebel Strike,75,none,https://www.metacritic.com/game/gamecube/star-wars-rogue-squadron-iii-rebel-strike,7.5,"Oct 15, 2003",11.86,gcn0492,,2003,75-79pts,0.529,$10.00-14.99,,6.324,0.506,
gamecube,Star Wars: The Clone Wars,73,none,https://www.metacritic.com/game/gamecube/star-wars-the-clone-wars,7.4,"Oct 28, 2002",9.99,gcn0490,,2002,70-74pts,0.474,$05.00-9.99,,7.307,0.400,
gamecube,Starsky & Hutch,59,none,https://www.metacritic.com/game/gamecube/starsky-hutch,,"Aug 24, 2004",4.07,gcn0495,,2004,55-59pts,0.035,$00.00-4.99,,14.496,-2.457,
gamecube,Street Hoops,56,none,https://www.metacritic.com/game/gamecube/street-hoops,8,"Nov 28, 2002",6.76,gcn0496,,2002,55-59pts,0,$05.00-9.99,,8.284,-1.923,
gamecube,Street Racing Syndicate,64,none,https://www.metacritic.com/game/gamecube/street-racing-syndicate,8.7,"Aug 31, 2004",8.98,gcn0497,,2004,60-64pts,0.175,$05.00-9.99,,7.127,-0.557,
gamecube,Summoner: A Goddess Reborn,72,none,https://www.metacritic.com/game/gamecube/summoner-a-goddess-reborn,8.2,"Jan 31, 2003",12.07,gcn0500,,2003,70-74pts,0.449,$10.00-14.99,,5.965,0.249,
gamecube,Super Mario Strikers,76,none,https://www.metacritic.com/game/gamecube/super-mario-strikers,8.6,"Dec 5, 2005",57.45,gcn0502,,2005,75-79pts,0.561,$55.00-59.99,,1.323,0.122,
gamecube,Super Mario Sunshine,92,none,https://www.metacritic.com/game/gamecube/super-mario-sunshine,8.6,"Aug 25, 2002",29.94,gcn0503,,2002,90-94pts,0.962,$25.00-29.99,,3.073,0.768,
gamecube,Super Monkey Ball,87,none,https://www.metacritic.com/game/gamecube/super-monkey-ball,8.1,"Nov 17, 2001",21.35,gcn0504,,2001,85-89pts,0.872,$20.00-24.99,,4.075,0.843,
gamecube,Super Monkey Ball 2,87,none,https://www.metacritic.com/game/gamecube/super-monkey-ball-2,8.4,"Aug 25, 2002",21.24,gcn0505,,2002,85-89pts,0.872,$20.00-24.99,,4.096,0.847,
gamecube,Super Smash Bros. Melee,92,none,https://www.metacritic.com/game/gamecube/super-smash-bros-melee,9.1,"Dec 2, 2001",54.7,gcn0508,,2001,90-94pts,0.962,$50.00-54.99,,1.682,0.420,
gamecube,Superman: Shadow of Apokolips,66,none,https://www.metacritic.com/game/gamecube/superman-shadow-of-apokolips,7,"Mar 25, 2003",14.37,gcn0509,,2003,65-69pts,0.228,$10.00-14.99,,4.593,-0.209,
gamecube,Swingerz Golf,72,none,https://www.metacritic.com/game/gamecube/swingerz-golf,7.3,"Oct 23, 2002",4.98,gcn0511,,2002,70-74pts,0.449,$00.00-4.99,,14.458,0.602,
gamecube,Tak 2: The Staff of Dreams,75,none,https://www.metacritic.com/game/gamecube/tak-2-the-staff-of-dreams,8.7,"Oct 11, 2004",8.46,gcn0514,,2004,75-79pts,0.529,$05.00-9.99,,8.865,0.709,
gamecube,Tak and the Power of Juju,71,none,https://www.metacritic.com/game/gamecube/tak-and-the-power-of-juju,8.3,"Oct 15, 2003",11.99,gcn0516,,2003,70-74pts,0.406,$10.00-14.99,,5.922,0.167,
gamecube,Tak: The Great Juju Challenge,75,none,https://www.metacritic.com/game/gamecube/tak-the-great-juju-challenge,8.1,"Sep 19, 2005",8.75,gcn0515,,2005,75-79pts,0.529,$05.00-9.99,,8.571,0.686,
gamecube,Tales of Symphonia,86,none,https://www.metacritic.com/game/gamecube/tales-of-symphonia,9.1,"Jul 13, 2004",22.81,gcn0517,,2004,85-89pts,0.86,$20.00-24.99,,3.770,0.745,
gamecube,Teen Titans,63,none,https://www.metacritic.com/game/gamecube/teen-titans,7.1,"May 24, 2006",15.92,gcn0520,,2006,60-64pts,0.148,$15.00-19.99,,3.957,-0.377,
gamecube,Teenage Mutant Ninja Turtles,57,none,https://www.metacritic.com/game/gamecube/teenage-mutant-ninja-turtles,7.4,"Oct 31, 2003",14.48,gcn0521,,2003,55-59pts,0.01,$10.00-14.99,,3.936,-0.829,
gamecube,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,57,none,https://www.metacritic.com/game/gamecube/teenage-mutant-ninja-turtles-3-mutant-nightmare,6.6,"Nov 1, 2005",33.99,gcn0523,,2005,55-59pts,0.01,$30.00-34.99,,1.677,-0.353,
gamecube,Terminator 3: The Redemption,68,none,https://www.metacritic.com/game/gamecube/terminator-3-the-redemption,,"Sep 6, 2004",9.84,gcn0524,,2004,65-69pts,0.306,$05.00-9.99,,6.911,-0.102,
gamecube,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,65,none,https://www.metacritic.com/game/gamecube/the-adventures-of-jimmy-neutron-boy-genius-attack-of-the-twonkies,,"Sep 13, 2004",4,gcn0237,,2004,65-69pts,0.206,$00.00-4.99,,16.250,-1.000,
gamecube,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",71,none,https://www.metacritic.com/game/gamecube/the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe,5.5,"Nov 14, 2005",6.22,gcn0076,,2005,70-74pts,0.406,$05.00-9.99,,11.415,0.322,
gamecube,The Grim Adventures of Billy & Mandy,69,none,https://www.metacritic.com/game/gamecube/the-grim-adventures-of-billy-mandy,7.9,"Sep 25, 2006",21.95,gcn0175,,2006,65-69pts,0.331,$20.00-24.99,,3.144,0.000,
